patient_number,slice_number,resampled_pixdim_x,resampled_pixdim_y,resampled_size_x,resampled_size_y,image_filename,label_filename,train_val_test
38,5,0.625,0.625,320,320,prostate_38_slice_5.npy,label_38_slice_5.npy,train
38,6,0.625,0.625,320,320,prostate_38_slice_6.npy,label_38_slice_6.npy,train
38,7,0.625,0.625,320,320,prostate_38_slice_7.npy,label_38_slice_7.npy,train
38,8,0.625,0.625,320,320,prostate_38_slice_8.npy,label_38_slice_8.npy,train
38,9,0.625,0.625,320,320,prostate_38_slice_9.npy,label_38_slice_9.npy,train
38,10,0.625,0.625,320,320,prostate_38_slice_10.npy,label_38_slice_10.npy,train
38,11,0.625,0.625,320,320,prostate_38_slice_11.npy,label_38_slice_11.npy,train
38,12,0.625,0.625,320,320,prostate_38_slice_12.npy,label_38_slice_12.npy,train
38,13,0.625,0.625,320,320,prostate_38_slice_13.npy,label_38_slice_13.npy,train
38,14,0.625,0.625,320,320,prostate_38_slice_14.npy,label_38_slice_14.npy,train
38,15,0.625,0.625,320,320,prostate_38_slice_15.npy,label_38_slice_15.npy,train
38,16,0.625,0.625,320,320,prostate_38_slice_16.npy,label_38_slice_16.npy,train
38,17,0.625,0.625,320,320,prostate_38_slice_17.npy,label_38_slice_17.npy,train
38,18,0.625,0.625,320,320,prostate_38_slice_18.npy,label_38_slice_18.npy,train
38,19,0.625,0.625,320,320,prostate_38_slice_19.npy,label_38_slice_19.npy,train
44,0,0.625,0.625,332,332,prostate_44_slice_0.npy,label_44_slice_0.npy,train
44,1,0.625,0.625,332,332,prostate_44_slice_1.npy,label_44_slice_1.npy,train
44,2,0.625,0.625,332,332,prostate_44_slice_2.npy,label_44_slice_2.npy,train
44,3,0.625,0.625,332,332,prostate_44_slice_3.npy,label_44_slice_3.npy,train
44,4,0.625,0.625,332,332,prostate_44_slice_4.npy,label_44_slice_4.npy,train
44,5,0.625,0.625,332,332,prostate_44_slice_5.npy,label_44_slice_5.npy,train
44,6,0.625,0.625,332,332,prostate_44_slice_6.npy,label_44_slice_6.npy,train
44,7,0.625,0.625,332,332,prostate_44_slice_7.npy,label_44_slice_7.npy,train
44,8,0.625,0.625,332,332,prostate_44_slice_8.npy,label_44_slice_8.npy,train
44,9,0.625,0.625,332,332,prostate_44_slice_9.npy,label_44_slice_9.npy,train
44,10,0.625,0.625,332,332,prostate_44_slice_10.npy,label_44_slice_10.npy,train
44,11,0.625,0.625,332,332,prostate_44_slice_11.npy,label_44_slice_11.npy,train
44,12,0.625,0.625,332,332,prostate_44_slice_12.npy,label_44_slice_12.npy,train
44,13,0.625,0.625,332,332,prostate_44_slice_13.npy,label_44_slice_13.npy,train
44,14,0.625,0.625,332,332,prostate_44_slice_14.npy,label_44_slice_14.npy,train
44,15,0.625,0.625,332,332,prostate_44_slice_15.npy,label_44_slice_15.npy,train
44,16,0.625,0.625,332,332,prostate_44_slice_16.npy,label_44_slice_16.npy,train
44,17,0.625,0.625,332,332,prostate_44_slice_17.npy,label_44_slice_17.npy,train
44,18,0.625,0.625,332,332,prostate_44_slice_18.npy,label_44_slice_18.npy,train
44,19,0.625,0.625,332,332,prostate_44_slice_19.npy,label_44_slice_19.npy,train
28,0,0.625,0.625,372,372,prostate_28_slice_0.npy,label_28_slice_0.npy,train
28,1,0.625,0.625,372,372,prostate_28_slice_1.npy,label_28_slice_1.npy,train
28,2,0.625,0.625,372,372,prostate_28_slice_2.npy,label_28_slice_2.npy,train
28,3,0.625,0.625,372,372,prostate_28_slice_3.npy,label_28_slice_3.npy,train
28,4,0.625,0.625,372,372,prostate_28_slice_4.npy,label_28_slice_4.npy,train
28,5,0.625,0.625,372,372,prostate_28_slice_5.npy,label_28_slice_5.npy,train
28,6,0.625,0.625,372,372,prostate_28_slice_6.npy,label_28_slice_6.npy,train
28,7,0.625,0.625,372,372,prostate_28_slice_7.npy,label_28_slice_7.npy,train
28,8,0.625,0.625,372,372,prostate_28_slice_8.npy,label_28_slice_8.npy,train
28,9,0.625,0.625,372,372,prostate_28_slice_9.npy,label_28_slice_9.npy,train
28,10,0.625,0.625,372,372,prostate_28_slice_10.npy,label_28_slice_10.npy,train
28,11,0.625,0.625,372,372,prostate_28_slice_11.npy,label_28_slice_11.npy,train
35,0,0.625,0.625,320,320,prostate_35_slice_0.npy,label_35_slice_0.npy,train
35,1,0.625,0.625,320,320,prostate_35_slice_1.npy,label_35_slice_1.npy,train
35,2,0.625,0.625,320,320,prostate_35_slice_2.npy,label_35_slice_2.npy,train
35,3,0.625,0.625,320,320,prostate_35_slice_3.npy,label_35_slice_3.npy,train
35,4,0.625,0.625,320,320,prostate_35_slice_4.npy,label_35_slice_4.npy,train
35,5,0.625,0.625,320,320,prostate_35_slice_5.npy,label_35_slice_5.npy,train
35,6,0.625,0.625,320,320,prostate_35_slice_6.npy,label_35_slice_6.npy,train
35,7,0.625,0.625,320,320,prostate_35_slice_7.npy,label_35_slice_7.npy,train
35,8,0.625,0.625,320,320,prostate_35_slice_8.npy,label_35_slice_8.npy,train
35,9,0.625,0.625,320,320,prostate_35_slice_9.npy,label_35_slice_9.npy,train
35,10,0.625,0.625,320,320,prostate_35_slice_10.npy,label_35_slice_10.npy,train
35,11,0.625,0.625,320,320,prostate_35_slice_11.npy,label_35_slice_11.npy,train
35,12,0.625,0.625,320,320,prostate_35_slice_12.npy,label_35_slice_12.npy,train
35,13,0.625,0.625,320,320,prostate_35_slice_13.npy,label_35_slice_13.npy,train
35,14,0.625,0.625,320,320,prostate_35_slice_14.npy,label_35_slice_14.npy,train
35,15,0.625,0.625,320,320,prostate_35_slice_15.npy,label_35_slice_15.npy,train
35,16,0.625,0.625,320,320,prostate_35_slice_16.npy,label_35_slice_16.npy,train
35,17,0.625,0.625,320,320,prostate_35_slice_17.npy,label_35_slice_17.npy,train
35,18,0.625,0.625,320,320,prostate_35_slice_18.npy,label_35_slice_18.npy,train
35,19,0.625,0.625,320,320,prostate_35_slice_19.npy,label_35_slice_19.npy,train
04,0,0.625,0.625,308,313,prostate_04_slice_0.npy,label_04_slice_0.npy,train
04,1,0.625,0.625,308,313,prostate_04_slice_1.npy,label_04_slice_1.npy,train
04,2,0.625,0.625,308,313,prostate_04_slice_2.npy,label_04_slice_2.npy,train
04,3,0.625,0.625,308,313,prostate_04_slice_3.npy,label_04_slice_3.npy,train
04,4,0.625,0.625,308,313,prostate_04_slice_4.npy,label_04_slice_4.npy,train
04,5,0.625,0.625,308,313,prostate_04_slice_5.npy,label_04_slice_5.npy,train
04,6,0.625,0.625,308,313,prostate_04_slice_6.npy,label_04_slice_6.npy,train
04,7,0.625,0.625,308,313,prostate_04_slice_7.npy,label_04_slice_7.npy,train
04,8,0.625,0.625,308,313,prostate_04_slice_8.npy,label_04_slice_8.npy,train
04,9,0.625,0.625,308,313,prostate_04_slice_9.npy,label_04_slice_9.npy,train
04,10,0.625,0.625,308,313,prostate_04_slice_10.npy,label_04_slice_10.npy,train
04,11,0.625,0.625,308,313,prostate_04_slice_11.npy,label_04_slice_11.npy,train
04,12,0.625,0.625,308,313,prostate_04_slice_12.npy,label_04_slice_12.npy,train
04,13,0.625,0.625,308,313,prostate_04_slice_13.npy,label_04_slice_13.npy,train
04,14,0.625,0.625,308,313,prostate_04_slice_14.npy,label_04_slice_14.npy,train
04,15,0.625,0.625,308,313,prostate_04_slice_15.npy,label_04_slice_15.npy,train
04,16,0.625,0.625,308,313,prostate_04_slice_16.npy,label_04_slice_16.npy,train
04,17,0.625,0.625,308,313,prostate_04_slice_17.npy,label_04_slice_17.npy,train
01,0,0.625,0.625,320,320,prostate_01_slice_0.npy,label_01_slice_0.npy,train
01,1,0.625,0.625,320,320,prostate_01_slice_1.npy,label_01_slice_1.npy,train
01,2,0.625,0.625,320,320,prostate_01_slice_2.npy,label_01_slice_2.npy,train
01,3,0.625,0.625,320,320,prostate_01_slice_3.npy,label_01_slice_3.npy,train
01,4,0.625,0.625,320,320,prostate_01_slice_4.npy,label_01_slice_4.npy,train
01,5,0.625,0.625,320,320,prostate_01_slice_5.npy,label_01_slice_5.npy,train
01,6,0.625,0.625,320,320,prostate_01_slice_6.npy,label_01_slice_6.npy,train
01,7,0.625,0.625,320,320,prostate_01_slice_7.npy,label_01_slice_7.npy,train
01,8,0.625,0.625,320,320,prostate_01_slice_8.npy,label_01_slice_8.npy,train
01,9,0.625,0.625,320,320,prostate_01_slice_9.npy,label_01_slice_9.npy,train
01,10,0.625,0.625,320,320,prostate_01_slice_10.npy,label_01_slice_10.npy,train
01,11,0.625,0.625,320,320,prostate_01_slice_11.npy,label_01_slice_11.npy,train
01,12,0.625,0.625,320,320,prostate_01_slice_12.npy,label_01_slice_12.npy,train
01,13,0.625,0.625,320,320,prostate_01_slice_13.npy,label_01_slice_13.npy,train
01,14,0.625,0.625,320,320,prostate_01_slice_14.npy,label_01_slice_14.npy,train
01,15,0.625,0.625,320,320,prostate_01_slice_15.npy,label_01_slice_15.npy,train
01,16,0.625,0.625,320,320,prostate_01_slice_16.npy,label_01_slice_16.npy,train
01,17,0.625,0.625,320,320,prostate_01_slice_17.npy,label_01_slice_17.npy,train
01,18,0.625,0.625,320,320,prostate_01_slice_18.npy,label_01_slice_18.npy,train
01,19,0.625,0.625,320,320,prostate_01_slice_19.npy,label_01_slice_19.npy,train
34,0,0.625,0.625,308,313,prostate_34_slice_0.npy,label_34_slice_0.npy,train
34,1,0.625,0.625,308,313,prostate_34_slice_1.npy,label_34_slice_1.npy,train
34,2,0.625,0.625,308,313,prostate_34_slice_2.npy,label_34_slice_2.npy,train
34,3,0.625,0.625,308,313,prostate_34_slice_3.npy,label_34_slice_3.npy,train
34,4,0.625,0.625,308,313,prostate_34_slice_4.npy,label_34_slice_4.npy,train
34,5,0.625,0.625,308,313,prostate_34_slice_5.npy,label_34_slice_5.npy,train
34,6,0.625,0.625,308,313,prostate_34_slice_6.npy,label_34_slice_6.npy,train
34,7,0.625,0.625,308,313,prostate_34_slice_7.npy,label_34_slice_7.npy,train
34,8,0.625,0.625,308,313,prostate_34_slice_8.npy,label_34_slice_8.npy,train
34,9,0.625,0.625,308,313,prostate_34_slice_9.npy,label_34_slice_9.npy,train
34,10,0.625,0.625,308,313,prostate_34_slice_10.npy,label_34_slice_10.npy,train
34,11,0.625,0.625,308,313,prostate_34_slice_11.npy,label_34_slice_11.npy,train
34,12,0.625,0.625,308,313,prostate_34_slice_12.npy,label_34_slice_12.npy,train
34,13,0.625,0.625,308,313,prostate_34_slice_13.npy,label_34_slice_13.npy,train
34,14,0.625,0.625,308,313,prostate_34_slice_14.npy,label_34_slice_14.npy,train
34,15,0.625,0.625,308,313,prostate_34_slice_15.npy,label_34_slice_15.npy,train
34,16,0.625,0.625,308,313,prostate_34_slice_16.npy,label_34_slice_16.npy,train
34,17,0.625,0.625,308,313,prostate_34_slice_17.npy,label_34_slice_17.npy,train
37,0,0.625,0.625,308,312,prostate_37_slice_0.npy,label_37_slice_0.npy,train
37,1,0.625,0.625,308,312,prostate_37_slice_1.npy,label_37_slice_1.npy,train
37,2,0.625,0.625,308,312,prostate_37_slice_2.npy,label_37_slice_2.npy,train
37,3,0.625,0.625,308,312,prostate_37_slice_3.npy,label_37_slice_3.npy,train
37,4,0.625,0.625,308,312,prostate_37_slice_4.npy,label_37_slice_4.npy,train
37,5,0.625,0.625,308,312,prostate_37_slice_5.npy,label_37_slice_5.npy,train
37,6,0.625,0.625,308,312,prostate_37_slice_6.npy,label_37_slice_6.npy,train
37,7,0.625,0.625,308,312,prostate_37_slice_7.npy,label_37_slice_7.npy,train
37,8,0.625,0.625,308,312,prostate_37_slice_8.npy,label_37_slice_8.npy,train
37,9,0.625,0.625,308,312,prostate_37_slice_9.npy,label_37_slice_9.npy,train
37,10,0.625,0.625,308,312,prostate_37_slice_10.npy,label_37_slice_10.npy,train
37,11,0.625,0.625,308,312,prostate_37_slice_11.npy,label_37_slice_11.npy,train
37,12,0.625,0.625,308,312,prostate_37_slice_12.npy,label_37_slice_12.npy,train
37,13,0.625,0.625,308,312,prostate_37_slice_13.npy,label_37_slice_13.npy,train
37,14,0.625,0.625,308,312,prostate_37_slice_14.npy,label_37_slice_14.npy,train
37,15,0.625,0.625,308,312,prostate_37_slice_15.npy,label_37_slice_15.npy,train
37,16,0.625,0.625,308,312,prostate_37_slice_16.npy,label_37_slice_16.npy,train
37,17,0.625,0.625,308,312,prostate_37_slice_17.npy,label_37_slice_17.npy,train
16,0,0.625,0.625,320,320,prostate_16_slice_0.npy,label_16_slice_0.npy,train
16,1,0.625,0.625,320,320,prostate_16_slice_1.npy,label_16_slice_1.npy,train
16,2,0.625,0.625,320,320,prostate_16_slice_2.npy,label_16_slice_2.npy,train
16,3,0.625,0.625,320,320,prostate_16_slice_3.npy,label_16_slice_3.npy,train
16,4,0.625,0.625,320,320,prostate_16_slice_4.npy,label_16_slice_4.npy,train
16,5,0.625,0.625,320,320,prostate_16_slice_5.npy,label_16_slice_5.npy,train
16,6,0.625,0.625,320,320,prostate_16_slice_6.npy,label_16_slice_6.npy,train
16,7,0.625,0.625,320,320,prostate_16_slice_7.npy,label_16_slice_7.npy,train
